"day","stockNum","open","close","gain"
87,5,19.42,19.73,0.0159629248197734
88,5,19.67,19.77,0.0050838840874427
89,5,19.65,19.48,-0.00865139949109405
90,5,19.44,19.65,0.0108024691358023
1,6,42.05,38.23,-0.0908442330558859
2,6,36.53,34.03,-0.0684369011771147
3,6,32.61,31,-0.0493713584789942
4,6,31.37,32,0.0200828817341409
5,6,32.95,33.03,0.00242792109256444
6,6,32.9,31.91,-0.0300911854103343
7,6,31.48,28.84,-0.0838627700127065
8,6,28.7,28.19,-0.0177700348432055
9,6,28.55,29.6,0.0367775831873906
10,6,28.89,27.72,-0.0404984423676013
11,6,27.2,26.9,-0.0110294117647059
12,6,26.7,25.87,-0.0310861423220973
13,6,26.07,26.81,0.0283851169927119
14,6,27,26.31,-0.0255555555555556
15,6,26.55,27.1,0.0207156308851224
16,6,27.18,27.01,-0.00625459896983069
17,6,27.48,27.4,-0.00291120815138289
18,6,27.66,27.27,-0.0140997830802603
19,6,27.65,28.29,0.0231464737793852
20,6,28.51,30.01,0.0526131182041389
21,6,29.96,31.41,0.0483978638184245
22,6,31.54,31.91,0.0117311350665821
23,6,31.92,31.6,-0.0100250626566416
24,6,31.67,31.84,0.00536785601515624
25,6,32.41,33.05,0.0197469916692379
26,6,32.86,32.06,-0.0243457090687765
27,6,32.69,33.1,0.0125420617925972
28,6,32.46,32.23,-0.00708564386937782
29,6,31.96,31.36,-0.018773466833542
30,6,31.92,31.1,-0.0256892230576441
31,6,31.25,30.77,-0.01536
32,6,30.91,31.2,0.00938207699773533
33,6,31.32,31.47,0.0047892720306513
34,6,31.44,31.73,0.00922391857506359
35,6,32.1,32.17,0.00218068535825546
36,6,32.43,31.47,-0.0296022201665125
37,6,31.48,30.97,-0.0162007623888183
38,6,30.7,30.81,0.0035830618892508
39,6,31.04,30.72,-0.0103092783505155
40,6,30.5,28.25,-0.0737704918032787
41,6,28.48,28.09,-0.0136938202247191
42,6,28.31,29.11,0.0282585658777817
43,6,29.41,29,-0.013940836450187
44,6,29,28.76,-0.00827586206896546
45,6,28.12,28.75,0.0224039829302987
46,6,28.82,28.45,-0.0128383067314365
47,6,28.39,29.34,0.0334624867911236
48,6,27.75,26.85,-0.0324324324324324
49,6,23.19,23.71,0.0224234583872359
50,6,24,23.15,-0.0354166666666667
51,6,23.37,21.71,-0.0710312366281558
52,6,21.5,20.88,-0.0288372093023256
53,6,20.77,20.04,-0.0351468464130958
54,6,20.36,21.09,0.0358546168958743
55,6,21.39,21.92,0.0247779336138383
56,6,22.2,20.72,-0.0666666666666667
57,6,20.71,20.72,0.000482858522452825
58,6,20.75,21.01,0.0125301204819278
59,6,21.41,21.81,0.018682858477347
60,6,22.15,21.6,-0.0248306997742662
61,6,21.41,20.38,-0.0481083605791687
62,6,20.64,21.2,0.0271317829457364
63,6,20.44,19.87,-0.0278864970645793
64,6,20.01,19.05,-0.047976011994003
65,6,19.05,20.01,0.0503937007874016
66,6,19.58,19.16,-0.0214504596527068
67,6,19.36,19.44,0.00413223140495877
68,6,19.5,19.44,-0.00307692307692301
69,6,19.52,19.41,-0.00563524590163931
70,6,19.49,19.15,-0.017444843509492
71,6,19.1,19.34,0.0125654450261779
72,6,19.32,19.1,-0.0113871635610765
73,6,19.27,19.09,-0.0093409444732745
74,6,18.68,18.06,-0.0331905781584583
75,6,18.08,17.73,-0.0193584070796459
76,6,18.27,18.58,0.016967706622879
77,6,18.74,18.96,0.0117395944503737
78,6,19.1,18.98,-0.00628272251308906
79,6,19.06,18.81,-0.0131164742917104
80,6,18.92,19.43,0.0269556025369978
81,6,20.76,20.93,0.00818882466281301
82,6,20.96,20.71,-0.0119274809160305
83,6,21.13,22,0.0411736867013725
84,6,22.67,21.52,-0.050727834142038
85,6,21.6,21.87,0.0125
86,6,21.99,23.29,0.0591177808094589
87,6,23.02,22.59,-0.0186794092093831
88,6,22.97,22.86,-0.00478885502829776
89,6,21.78,20.79,-0.0454545454545455
90,6,21.2,20.28,-0.0433962264150943
1,7,27.46,27.73,0.0098324836125273
2,7,27.68,28.46,0.0281791907514451
3,7,28.44,28.47,0.00105485232067502
4,7,28.54,28.63,0.00315346881569726
5,7,28.72,28.47,-0.00870473537604457
6,7,28.27,28.68,0.0145030067209056
7,7,28.77,28.69,-0.00278067431352097
8,7,28.54,28.92,0.0133146461107219
9,7,28.59,28.04,-0.0192374956278419
10,7,27.86,26.98,-0.031586503948313
11,7,27.13,26.45,-0.02506450423885
12,7,26.45,26.7,0.00945179584120983
13,7,26.75,26.53,-0.00822429906542052
14,7,26.37,26.04,-0.0125142207053471
15,7,26.23,26.89,0.025162028211971
16,7,26.93,26.22,-0.026364649090234
17,7,26.16,26.35,0.00726299694189607
18,7,26.29,26.21,-0.00304298212247997
19,7,26.29,26.25,-0.00152149106123998
20,7,26.19,26.62,0.0164184803360061
21,7,26.67,26.59,-0.00299962504686921
22,7,26.91,27.14,0.00854700854700856
23,7,27.42,27.51,0.00328227571115973
24,7,27.75,27.28,-0.0169369369369369
25,7,28.62,28.09,-0.0185185185185186
26,7,27.9,28.14,0.00860215053763448
27,7,28.06,27.71,-0.0124732715609408
28,7,27.62,27.54,-0.00289645184648812
29,7,27.66,27.18,-0.017353579175705
30,7,27.26,27.46,0.0073367571533382
31,7,27.59,27.56,-0.00108735048930776
32,7,27.48,27.52,0.00145560407569138
33,7,27.56,27.66,0.00362844702467349
34,7,27.32,27.38,0.00219619326500727
35,7,27.52,27.4,-0.00436046511627911
36,7,27.35,27.51,0.00585009140767825
37,7,27.64,27.24,-0.0144717800289436
38,7,26.75,25.71,-0.0388785046728972
39,7,25.8,25.94,0.00542635658914731
40,7,25.4,25.85,0.017716535433071
41,7,25.69,25.3,-0.0151810042818217
42,7,25.02,25.46,0.0175859312549961
43,7,25.79,25.96,0.00659170221015904
44,7,25.91,25.87,-0.00154380548050942
45,7,26.17,26.15,-0.000764233855559921
46,7,26.42,26.08,-0.0128690386071159
47,7,25.98,26.17,0.00731331793687457
48,7,26,25.5,-0.0192307692307692
49,7,25.5,25.85,0.0137254901960785
50,7,25.7,25.81,0.00428015564202332
51,7,25.79,25.99,0.00775494377665759
52,7,26.19,26.3,0.0042000763650248
53,7,26.33,26.34,0.000379794910748255
54,7,26.4,26.79,0.0147727272727273
55,7,26.76,26.37,-0.0145739910313902
56,7,26.45,26.19,-0.00982986767485815
57,7,26.23,26.34,0.00419367136866182
58,7,26.15,25.93,-0.00841300191204585
59,7,25.79,25.7,-0.00348972469949592
60,7,25.92,25.43,-0.0189043209876544
61,7,25.43,25.53,0.00393236335037363
62,7,25.67,25.4,-0.0105181145305806
63,7,25.54,25.85,0.0121378230227096
64,7,25.95,26.1,0.00578034682080933
65,7,26.02,26.06,0.0015372790161414
66,7,26.12,26.2,0.00306278713629396
67,7,26.1,25.99,-0.00421455938697329
68,7,25.97,25.79,-0.00693107431651905
69,7,25.78,25.97,0.00737005430566322
70,7,25.92,26.68,0.0293209876543209
71,7,26.67,26.62,-0.00187476565429324
72,7,26.68,26.84,0.00599700149925038
73,7,26.66,26.87,0.00787696924231061
74,7,26.59,26.68,0.00338473110191801
75,7,27.05,26.99,-0.00221811460258788
76,7,26.91,26.58,-0.012263099219621
77,7,26.65,26.33,-0.0120075046904315
78,7,26.53,26.78,0.00942329438371655
79,7,26.82,26.55,-0.0100671140939597
80,7,26.51,27.03,0.019615239532252
81,7,27,26.74,-0.00962962962962969
82,7,26.87,26.86,-0.000372162262746616
83,7,27.03,27.67,0.0236773954864965
84,7,27.76,27.7,-0.00216138328530268
85,7,27.94,27.91,-0.00107372942018615
86,7,27.96,27.81,-0.00536480686695287
87,7,27.78,28.36,0.0208783297336212
88,7,27.02,26.51,-0.0188749074759437
89,7,26.37,26.29,-0.00303375047402358
90,7,26.44,26.63,0.00718608169440233
1,8,17,16.9,-0.00588235294117655
2,8,16.9,16.89,-0.000591715976331243
3,8,16.89,16.73,-0.00947306098283008
4,8,16.7,17.01,0.0185628742514971
5,8,17.02,16.96,-0.00352526439482954
6,8,16.97,16.96,-0.00058927519151432
7,8,16.99,17.28,0.0170688640376694
8,8,17.24,17.01,-0.0133410672853826
9,8,17.1,17.21,0.00643274853801166
10,8,17.14,17,-0.00816802800466748
11,8,17,16.84,-0.00941176470588236
12,8,16.84,16.87,0.00178147268408558
13,8,16.84,16.7,-0.00831353919239908
14,8,16.7,16.53,-0.0101796407185628
15,8,16.54,16.98,0.0266021765417171
16,8,16.98,16.91,-0.00412249705535926
17,8,16.92,17.03,0.00650118203309689
18,8,17.08,17.02,-0.00351288056206082
19,8,16.81,17.17,0.0214158239143369
20,8,17.2,17.2,0
21,8,17.25,17.25,0
22,8,17.23,17.23,0
23,8,17.28,17.29,0.000578703703703589
24,8,17.29,17.27,-0.00115673799884324
25,8,17.27,17.33,0.00347423277359576
26,8,17.26,17.33,0.0040556199304749
27,8,17.35,17.41,0.00345821325648408
28,8,17.4,17.38,-0.0011494252873563
29,8,17.45,17.68,0.0131805157593123
30,8,17.68,17.93,0.0141402714932127
31,8,17.89,18.05,0.00894354387926216
32,8,17.97,18.09,0.00667779632721208
33,8,18.09,18.06,-0.00165837479270321
34,8,17.97,17.97,0
35,8,17.97,17.99,0.00111296605453531
36,8,18.1,17.88,-0.0121546961325968
37,8,17.84,17.91,0.00392376681614351
38,8,17.47,17.23,-0.0137378362907841
39,8,17.12,17.27,0.00876168224299057
40,8,16.93,17.17,0.0141760189013587
41,8,17.1,16.88,-0.0128654970760235
42,8,16.72,16.76,0.00239234449760782
43,8,16.81,16.89,0.00475907198096382
44,8,16.93,16.8,-0.00767867690490248
45,8,16.87,16.87,0
46,8,16.99,17.05,0.00353148911124204
47,8,17.05,17.28,0.0134897360703813
48,8,17.14,16.82,-0.0186697782963827
49,8,16.88,16.84,-0.00236966824644545
50,8,16.81,16.87,0.00356930398572292
51,8,16.94,16.75,-0.0112160566706022
52,8,16.84,16.85,0.000593824228028596
53,8,16.87,16.96,0.00533491404860699
54,8,16.99,17.08,0.00529723366686285
55,8,16.6,17.42,0.0493975903614458
56,8,17.4,17.34,-0.00344827586206889
57,8,17.34,17.19,-0.00865051903114179
58,8,17.15,17.24,0.00524781341107871
59,8,17.1,16.93,-0.00994152046783636
60,8,17.1,17,-0.00584795321637435
61,8,16.6,16.89,0.0174698795180722
62,8,17.02,17.08,0.00352526439482954
63,8,17.21,17.16,-0.00290528762347477
64,8,17.11,17.37,0.0151957919345413
65,8,17.18,17.34,0.00931315483119908
66,8,17.4,17.3,-0.00574712643678149
67,8,17.3,17.36,0.00346820809248547
68,8,17.37,17.37,0
69,8,17.38,17.45,0.0040276179516686
70,8,18,17.66,-0.0188888888888889
71,8,17.18,17.92,0.0430733410942958
72,8,17.89,17.98,0.00503074343208496
73,8,17.88,18.14,0.0145413870246086
74,8,18.03,18.08,0.00277315585135869
75,8,18.7,18.6,-0.00534759358288759
76,8,18.6,17.99,-0.0327956989247313
77,8,17.95,18.17,0.0122562674094709
78,8,18.26,18.37,0.00602409638554214
79,8,18.26,18.47,0.0115005476451258
80,8,18.4,18.22,-0.00978260869565216
81,8,18.25,18.5,0.0136986301369863
82,8,19,18.43,-0.03
83,8,18.39,18.3,-0.00489396411092984
84,8,18.37,18.08,-0.01578660860098
85,8,18.12,18.09,-0.00165562913907291
86,8,18.18,18.15,-0.00165016501650171
87,8,18.03,18.11,0.00443704936217406
88,8,18.11,18.05,-0.00331308669243505
89,8,18.01,17.69,-0.0177679067184897
90,8,17.7,17.93,0.0129943502824859
1,9,97.18,97.27,0.000926116484873319
2,9,97.25,98.31,0.0108997429305913
3,9,97.6,97.42,-0.00184426229508189
4,9,98.5,98.9,0.00406091370558381
5,9,99.08,100.07,0.0099919257165926
6,9,98.5,98.89,0.00395939086294417
7,9,99,98.65,-0.00353535353535348
8,9,98.99,99.34,0.00353571067784633
9,9,99.4,100.82,0.0142857142857142
10,9,100.69,100.02,-0.00665408680107262
11,9,99.8,99.45,-0.00350701402805606
12,9,95,96.17,0.0123157894736842
13,9,96.42,97.11,0.007156191661481
14,9,96.91,97.08,0.00175420493241153
15,9,97.08,97.4,0.00329625051503922
16,9,97.22,97.51,0.00298292532400747
17,9,97.52,97.45,-0.000717801476620111
18,9,97.7,98.54,0.00859774820880249
19,9,98.57,99.37,0.00811605965303857
20,9,98.8,99.15,0.00354251012145758
21,9,98.97,99,0.000303122158229778
22,9,99.1,99.17,0.000706357214934484
23,9,99.17,100.38,0.0122012705455278
24,9,100,99.85,-0.00150000000000006
25,9,99.8,99.54,-0.00260521042084159
26,9,98.9,99.62,0.00728008088978765
27,9,99.52,98.55,-0.00974678456591639
28,9,98.8,98.58,-0.00222672064777327
29,9,98.6,98.29,-0.00314401622718041
30,9,98.5,99.2,0.0071065989847716
31,9,99.06,98.92,-0.00141328487785181
32,9,99.12,98.99,-0.00131154156577895
33,9,98.66,99.35,0.00699371579160752
34,9,98.9,99.09,0.00192113245702728
35,9,98.8,98.5,-0.00303643724696353
36,9,98.4,97.73,-0.00680894308943091
37,9,97.86,96.91,-0.00970774575924793
38,9,96,93.96,-0.0212500000000001
39,9,93.71,92.94,-0.00821683918471877
40,9,90.25,92.27,0.022382271468144
41,9,92,90.9,-0.0119565217391304
42,9,90.25,91.81,0.0172853185595568
43,9,92.4,93.8,0.0151515151515151
44,9,93.97,93.94,-0.000319250824731309
45,9,94.5,93,-0.0158730158730159
46,9,93.48,93.28,-0.00213949507916135
47,9,93.29,94.11,0.00878979526208589
48,9,93.86,92.71,-0.0122522906456425
49,9,92.65,93.76,0.0119805720453319
50,9,93.4,93.45,0.000535331905781554
51,9,94.45,93.25,-0.0127051349920593
52,9,93.95,93.99,0.000425758382118063
53,9,94,94.5,0.00531914893617021
54,9,94.5,95.36,0.0091005291005291
55,9,95.1,95.19,0.00094637223974767
56,9,94.82,95.03,0.00221472263235613
57,9,95,95,0
58,9,94.71,94.73,0.000211170942878368
59,9,93.9,94.26,0.00383386581469648
60,9,94.66,94.57,-0.000950771181069125
61,9,94.24,94.26,0.000212224108658852
62,9,94.51,95.21,0.00740662363771017
63,9,95.45,96.1,0.0068098480880041
64,9,95.8,96.21,0.0042797494780793
65,9,95.98,96.52,0.00562617211919142
66,9,96.43,96.62,0.00197034118013064
67,9,96.4,96.46,0.000622406639004026
68,9,96.51,95.16,-0.0139881877525646
69,9,95.03,95.67,0.00673471535304641
70,9,95.75,94.93,-0.00856396866840724
71,9,94.99,96.18,0.012527634487841
72,9,96.3,97.12,0.00851505711318803
73,9,94.8,94.8,0
74,9,94.5,94.29,-0.00222222222222216
75,9,95.02,94.58,-0.00463060408335085
76,9,95.16,95.21,0.000525430853299676
77,9,97.23,98.49,0.0129589632829373
78,9,98.74,101.46,0.0275470933765445
79,9,101,100.9,-0.000990099009900934
80,9,100.3,101.17,0.00867397806580264
81,9,101.11,102.21,0.0108792404312135
82,9,102.06,103.17,0.0108759553203998
83,9,102.8,102.22,-0.00564202334630349
84,9,101.75,102.8,0.0103194103194103
85,9,102.75,102.96,0.0020437956204379
86,9,102.76,103.16,0.00389256520046702
87,9,102.42,103.29,0.00849443468072647
88,9,103.93,104.38,0.00432983739055122
89,9,103.82,104.68,0.00828356771335016
90,9,104.69,105.98,0.0123220938007451
1,10,29.91,29.86,-0.0016716817118021
2,10,29.7,29.81,0.00370370370370368
3,10,29.63,29.64,0.000337495781302786
4,10,29.65,29.93,0.00944350758853292
5,10,30,29.96,-0.0013333333333333
6,10,29.8,29.66,-0.00469798657718123
7,10,29.76,30.7,0.0315860215053763
8,10,30.65,31.21,0.0182707993474715
9,10,31.26,31.16,-0.00319897632757522
10,10,31.26,31.1,-0.00511836212412029
11,10,31.15,31,-0.00481540930979129
12,10,30.73,31.11,0.0123657663520989
13,10,31.06,30.72,-0.0109465550547328
14,10,30.63,30.74,0.00359125040809662
15,10,30.78,31.09,0.0100714749837556
16,10,31.08,30.45,-0.0202702702702702
17,10,31.22,30.6,-0.0198590647021139
18,10,30.65,30.53,-0.0039151712887438
19,10,30.57,30.48,-0.0029440628066732
20,10,30.41,30.86,0.0147977638934561
21,10,30.84,30.56,-0.00907911802853441
22,10,30.82,30.19,-0.0204412719013627
23,10,29.97,29.61,-0.012012012012012
24,10,29.59,29.51,-0.00270361608651566
25,10,29.64,29.37,-0.00910931174089067
26,10,29.24,29.26,0.000683994528043883
27,10,29.35,28.98,-0.0126064735945486
28,10,28.89,28.94,0.00173070266528213
29,10,29.04,29.01,-0.00103305785123959
30,10,29.17,29.4,0.0078848131642097
31,10,29.58,29.46,-0.00405679513184576
32,10,28.91,28.74,-0.00588031822898657
33,10,28.63,28.83,0.00698567935731747
34,10,28.75,29.35,0.0208695652173914
35,10,29.31,29.39,0.00272944387581037
36,10,29.22,28.9,-0.0109514031485284
37,10,28.96,29.07,0.00379834254143644
38,10,28.71,27.87,-0.0292580982236155
39,10,27.95,28.17,0.00787119856887307
40,10,27.82,28.09,0.00970524802300502
41,10,28.02,27.76,-0.00927908636688073
42,10,27.49,27.55,0.00218261185885785
43,10,27.8,27.83,0.0010791366906474
44,10,27.76,27.61,-0.00540345821325656
45,10,27.72,27.32,-0.0144300144300144
46,10,27.42,27.29,-0.00474106491611971
47,10,27.18,27.44,0.00956585724797651
48,10,27.25,26.72,-0.0194495412844037
49,10,26.82,27.4,0.0216256524981357
50,10,27.32,27.28,-0.00146412884333818
51,10,27.35,27.33,-0.000731261425959895
52,10,27.34,27.83,0.0179224579370885
53,10,27.93,27.84,-0.00322234156820622
54,10,27.9,28.52,0.0222222222222223
55,10,28.52,28.27,-0.00876577840112202
56,10,28.22,28.02,-0.00708717221828488
57,10,27.94,28.22,0.0100214745884036
58,10,28.04,27.72,-0.0114122681883024
59,10,27.58,27.64,0.00217548948513424
60,10,27.84,27.75,-0.00323275862068965
61,10,27.75,27.87,0.00432432432432436
62,10,27.89,27.74,-0.00537827178200079
63,10,27.86,27.87,0.000358937544867249
64,10,28.01,28.5,0.0174937522313459
65,10,28.32,28.55,0.00812146892655369
66,10,28.58,28.57,-0.000349895031490483
67,10,28.5,28.4,-0.00350877192982461
68,10,28.3,28.11,-0.00671378091872796
69,10,28.06,28.54,0.0171062009978617
70,10,28.43,28.61,0.00633134013366162
71,10,28.6,28.73,0.00454545454545451
72,10,28.63,28.85,0.00768424729304933
73,10,28.61,28.6,-0.00034952813701496
74,10,28.34,28.69,0.0123500352858152
75,10,28.98,29.02,0.00138026224982744
76,10,28.96,28.78,-0.00621546961325966
77,10,28.79,28.79,0
78,10,28.86,28.99,0.00450450450450447
79,10,29.09,29.1,0.000343760742523258
80,10,30.17,30.12,-0.00165727543917801
81,10,30.13,29.94,-0.00630600730169259
82,10,29.94,30.4,0.0153640614562457
83,10,30.39,30.61,0.00723922342875942
84,10,30.6,30.97,0.0120915032679738
85,10,30.68,30.56,-0.00391134289439377
86,10,30.52,30.71,0.00622542595019663
87,10,30.68,30.75,0.00228161668839636
88,10,30.7,30.78,0.00260586319218247
89,10,30.68,30.58,-0.00325945241199483
90,10,30.57,30.89,0.0104677788681714
